http://dbpedia.org/ontology/ArchitecturalStructure,http://dbpedia.org/ontology/area
Tyn Head Court,20234.3
Union Mission Site,2023.43
Unionville Village Historic District,485623.0
United States Post Office-Lovelock Main,1618.74
"United States Post Office (Merced, California)",2428.11
"United States Post Office (Palo Alto, California)",3237.49
"United States Post Office (Petaluma, California)",3035.14
"United States Post Office (Porterville, California)",4046.86
"University Hall (Lincoln, Illinois)",4046.86
University of Nevada Reno Historic District,161874.0
"Upper Church, Stratton Major Parish",40468.6
Upper Weyanoke,445154.0
Vale School-Community House,7365.28
Valley Mill Farm,344792.0
Van Buren Women's Literary Club,4046.86
"Vaucluse (Bridgetown, Virginia)",4.05009e+06
Vauter's Church,40468.6
"Versailles (Burgess, Virginia)",12949.9
"Verville (Merry Point, Virginia)",20234.3
Vestal's Gap Road and Lanesville Historic District,30351.4
Veterans Memorial School,8093.71
Vista Lutheran Church,10117.1
Vogl House,20234.3
W.C. Record House,4046.86
W. D. Burrows House,93077.7
"Wabbaseka Methodist Episcopal Church, South",4046.86
Wabuska Railroad Station,404.686
Walker's Creek Schoolhouse,4046.86
Walker-Klinner Farm,6.47497e+06
Wallowa Ranger Station,4856.23
"Walnut Hill (Lynchburg, Virginia)",793184.0
Walter Cliff Ranch District,106028.0
Walter and Anna Zion Homestead,5260.91
Warren's Mill,2023.43
Washington Iron Furnace,40063.9
Washington Prairie Methodist Church,5260.91
"Waushara County Courthouse, Waushara County Sheriff's Residence and Jail",6070.28
Waverly Hills Historic District,360575.0
West 9th Street Commercial Historic District,16187.4
West Cote,149734.0
West Jordan Ward Meetinghouse,4856.23
West Meade,32374.9
West Point Christian Church,4046.86
West Potato House,404.686
West View Schoolhouse,6070.28
Westerhouse House,89030.8
Western View,161874.0
Westover Historic District,701725.0
Weyers Cave School,8093.71
Whitcomb Cabin,2023.43
"Whitethorn (Blacksburg, Virginia)",16187.4
William H. Berg House,809.371
William Morgan Farm,34398.3
William R. Davie House,4046.86
William Rand Tavern,809.371
William Scott Farmstead,13354.6
William Virts House,12140.6
"Williamsville (Studley, Virginia)",60702.8
Wiloma,161874.0
Winnemucca Hotel,1618.74
"Winona (Winona, Virginia)",0.0
Withers Log House,1214.06
Woodchopper Roadhouse,8093.71
Woodgrove,39659.2
Woodson County Courthouse,10117.1
Woodstock Hall Tavern,23876.5
Woolsey Ranchhouse Ruins,3237.49
Wormeley Cottage,2023.43
Wright-Carry House,1618.74
Yellow Sulphur Springs,242811.0
Yew Hill-Robert Ashby's Tavern-Shacklett's Tavern,396592.0
Yorkshire House,39659.2
"Zion Presbyterian Church (Clarkson, Nebraska)",16187.4
"Emery, Bird, Thayer Dry Goods Company",3237.49
Federal School,4046.86
Lane University,4046.86
Naples Seaboard Air Line Railway Station,28328.0
Estación de Ferrocarril de Opa-Locka,6070.28
Opa-locka Seaboard Air Line Railway Station,6070.28
Operation Crossbow Site,56656.0
Deady Hall,4046.86
Middletown Woodrow Wilson High School,64749.7
Port–Manning House,16592.1
Hoard's Dairyman Farm,702939.0
"North Hills Historic District, Knoxville, Tennessee",202343.0
Wilson River Bridge No. 01499,1214.06
Wilson River Bridge,1214.06
"Abbotsford (Boston, Massachusetts)",4451.54
Applewood Farm,14568.7
Aspendale (Kenton),849840.0
Balsam Lake Mountain Fire Observation Station,44110.7
Bear Creek Baptist Church,5665.6
Bear Creek Village Historic District,898402.0
Beauchamp House,72843.4
"Bon Air (Elkton, Virginia)",3237.49
Brush Creek Work Center,283280.0
"Brushy Creek (Greenville, South Carolina)",78509.0
Buccleuch Mansion,315655.0
Camp Douglas (Wyoming),6070.28
"Camp Hill, Glenn Springs, South Carolina",36421.7
Chana School,32374.9
Chanticleer Garden,109265.0
Chanticleer Garden,109265.0
"Cherry Hill, Michigan",68796.6
"Cherry Hill (Albany, New York)",4046.86
County Line Baptist Church,20234.3
Culpeper National Cemetery,69605.9
Derry Mining Site Camp,34398.3
Elkin's Ferry Battleground,2.32694e+06
Fishing Creek Schoolhouse,4046.86
Fonthill Castle and the Administration Building of the College of Mount St. Vincent,44515.4
Fullerton Dam,1214.06
Grove Hill Cemetery,38040.5
"Hazelwood (Upper Marlboro, Maryland)",80937.1
"High Point (Jenkinsville, South Carolina)",22257.7
"Holly Grove (Centreville, Mississippi)",448392.0
Holly Grove Methodist Church,20234.3
"Holly Hill (Aylett, Virginia)",687966.0
Hotel Argonne,4046.86
Huff's Store,4046.86
Hurley Historic District,1.01171e+06
Hurley Historic District,1.01171e+06
Integra Bank,4046.86
John Bell Farm,21448.3
Kinne Cemetery,3237.49
Kirby's Mill,6070.28
Knickerbocker Mansion,10117.1
Knollwood (Bearden Hill),36421.7
"Lansdowne House (Greenville, Ohio)",4046.86
Lawton's Mill,20234.3
Lawton-Almy-Hall Farm,161874.0
Levan Farm,218530.0
"Linwood (York, New York)",1.4164e+06
Long Pond Ironworks State Park,586794.0
"Maple Grove (Poughkeepsie, New York)",89030.8
McCormick Distilling Company,40063.9
"McGregor (Port Gibson, Mississippi)",18210.9
Mercado de las Carnes,942.0
Montague Center Historic District,687966.0
Moser Farm,276400.0
Mount Auburn Historic District,1.6754e+06
Mount Clare (Maryland),0.0
"Mount Hope (Falls Church, Virginia)",2023.43
"Mount Hope (Ridgeway, South Carolina)",12140.6
Mount Hope Estate,141640.0
Mount Hope Farm,853887.0
Mount Hope Plantation House,1214.06
"Mount Prospect (Leggett, North Carolina)",40468.6
Mount Prospect Methodist Church,6070.28
"Mount Tabor Methodist Episcopal Church (West Liberty, Ohio)",19424.9
Mulberry Plantation (James and Mary Boykin Chesnut House),1.65921e+07
Mulberry Plantation (James and Mary Boykin Chesnut House),1.94249e+07
Mulberry Plantation (Berkeley County),40468.6
"Mulberry Plantation (Moncks Corner, South Carolina)",40468.6
N. C. Wyeth House and Studio,72843.4
Дом-студия Н. К. Уайета,72843.4
Newkirk Homestead,80937.1
Northumberland Apartments,1618.74
"Oakleigh Historic Complex (Mobile, Alabama)",8093.71
"Orange Grove (Dalzell, South Carolina)",161470.0
Orange Grove Plantation,23067.1
Pleasant Grove Historic District,453248.0
"Poplar Grove (Scotts Hill, North Carolina)",57465.4
Poplar Grove Mill and House,91054.3
Raccoon Creek State Park,3.28605e+06
Roberts Vaux Junior High School,8093.71
"Rosemont (Wilmington, Delaware)",4046.86
Samuel Hopkins House,8741.21
"Sandy Point (Edenton, North Carolina)",647497.0
Savoy Hotel and Grill,40063.9
Scoville Library,12140.6
Scoville Square,2023.43
South Union Shaker Center House and Preservatory,36421.7
Southold Historic District,242811.0
Sparkman-Skelley Farm,380405.0
Spring Garden School No. 1,4046.86
Spring Garden School No. 2,8093.71
"Spring Hill (Ivy, Virginia)",43706.0
"Spring Hill (Raleigh, North Carolina)",12140.6
Spring Mill Complex,10926.5
Stone Street Historic District,4046.86
"Stone Street Historic District (New Hamburg, New York)",4046.86
Sugar Hill (Manhattan),303514.0
Sugar Hill (Manhattan),303514.0
"Sugar Hill, Manhattan",303514.0
Sugar Hill (New York),303514.0
シュガーヒル (ニューヨーク市),303514.0
Sugar Hill (Manhattan),303514.0
糖山,303514.0
Tally-Ho Plantation House,2023.43
Tanner Block,3642.17
Tanner Farmhouse,10117.1
The Knickerbocker Hotel,27870.9
The Knickerbocker Hotel (Manhattan),27870.9
"The White House (Hartwick, New York)",78266.2
The Woodlands (Philadelphia),214483.0
Thomas Burgis II House,1214.06
Trudeau Landing,105218.0
Turkey Creek Community Historic District,445154.0
"Union Square, Baltimore",1.93844e+06
Utz Site,809371.0
"Vine Hill (Centerville, North Carolina)",80937.1
Waldo Block,404.686
"West View (Zanesville, Ohio)",4046.86
"Westerly (Piffard, New York)",453248.0
"White Bluff (Demopolis, Alabama)",24281.1
"White House (Brentsville, Virginia)",7284.34
"White House (Huntsville, North Carolina)",198296.0
"White House (Rock Hill, South Carolina)",6070.28
White House of the Chickasaws,404.686
Whittier Friends Meeting House,8093.71
William A. Buckingham House,809.371
"Woodbourne (Forest, Virginia)",364217.0
"Woodbourne (Madison, Virginia)",213998.0
"Woodbourne (Roxobel, North Carolina)",16187.4
Woodbourne Reformed Church Complex,16187.4
"Woodcrest (Nissequogue, New York)",116954.0
Woodvale Historic District,388498.0
"Woodville (Winfield, Georgia)",237955.0
"Woodville Historic District (Lewiston Woodville, North Carolina)",651544.0
Dumbarton House,2428.11
Dyer Observatory,36421.7
Observatoire Dyer,36421.7
East Potomac Park,1.5981e+06
Parque East Potomac,1.5981e+06
East Potomac Park,1.5981e+06
Longue Vue House and Gardens,32374.9
Longue Vue House and Gardens,32374.9
Overseas Railroad,122215.0
Overseas Railroad,122215.0
Морская железная дорога,122215.0
Russian Fort Elizabeth,70820.0
Russisches Fort,70820.0
Елизаветинская крепость (Гавайи),70820.0
"Forte Elizabeth, Havaí",70820.0
Adair County Courthouse (Oklahoma),4046.86
Arbor Lodge State Historical Park and Arboretum,291374.0
Arlington Street Church,2023.43
Baltusrol Golf Club,1.91821e+06
Baltusrol Golf Club,1.91821e+06
Battleground National Cemetery,4046.86
"Beaumont Hotel (Ouray, Colorado)",1214.06
Beth Sholom Congregation (Elkins Park),15782.7
"Beth Sholom Congregation (Elkins Park, Pennsylvania)",15782.7
Synagogue Beth Sholom de Philadelphie,15782.7
Sinagoga Beth Sholom di Elkins Park,15782.7
Big Well (Kansas),4046.86
Bigelow-Ben Lomond Hotel,6474.97
"Black Point (Linn, Wisconsin)",24281.1
Bolton Center Historic District,295421.0
Brooklyn Army Terminal,393354.0
Brooklyn Army Terminal,393354.0
Buffalo Bill Ranch,101171.0
Bulow Plantation Ruins Historic State Park,441107.0
Parc historique d'État de Bulow Plantation Ruins,441107.0
Camden State Park,97124.6
Camp Evans Historic District,222577.0
Camp Evans,222577.0
Camp Randall,20234.3
Carl Sandburg Home National Historic Site,995527.0
Central City Opera House,4046.86
Chalmette National Cemetery,578296.0
Charles A. Lindbergh State Park,36421.7
Chateau-sur-Mer,68796.6
Cheekwood Botanical Garden and Museum of Art,28328.0
Museo y Jardín Botánico de Cheekwood,28328.0
Cheekwood Botanical Garden and Museum of Art,28328.0
チークウッド・ボタニカル・ガーデン・アンド・ミュージアム・オブ・アート,28328.0
China Camp State Park,303514.0
China Camp State Park,303514.0
China Camp State Park,303514.0
Claremont Riding Academy,809.371
Claremont Riding Academy,809.371
Coindre Hall,52609.1
Colonel John Ashley House,19829.6
Colonel John Ashley House,19829.6
Colorado Chautauqua,161874.0
Congress Avenue Historic District,154995.0
Crocker Art Museum,10117.1
Crocker Art Museum,10117.1
Museu de Arte Crocker,10117.1
Художественный музей Крокера,10117.1
Cyrus Gates Farmstead,526091.0
D. H. Lawrence Ranch,64749.7
Danbury Railway Museum,12140.6
"Ditmas Park, Brooklyn",141640.0
Dumbarton Oaks Park,109265.0
Endview Plantation,99957.4
"Evergreen Cemetery (Fayetteville, Arkansas)",18210.9
"Fairlington, Arlington, Virginia",1.30309e+06
Fairlington,1.30309e+06
"First Reformed Church, New Brunswick, New Jersey",4451.54
Fort Duncan,2.02343e+07
Fort Duncan,2.02343e+07
Fort Macomb,20234.3
Fort Macomb,20234.3
Fort Mason,84984.0
Fort Mason,84984.0
Fort Mill Ridge Civil War Trenches,813418.0
Fort Raleigh National Historic Site,56656.0
Fort Raleigh National Historic Site,56656.0
Fort Ridgely State Park,890308.0
Franklin National Bank,1416.4
Franklin National Bank,1416.4
Fremont Older Open Space Preserve,14973.4
"French Quarter (Charleston, South Carolina)",7284.34
Quartier français (Charleston),7284.34
Friends Hospital,404686.0
George Rogers Clark National Historical Park,98338.6
George Rogers Clark National Historical Park,98338.6
Germantown White House,4046.86
Gillette Castle State Park,493716.0
Gillette Castle State Park,493716.0
Castillo Gillette,493716.0
Goulding's Lodge,4046.86
Grange Estate,40063.9
Greystone Mansion,4273.54
Greystone Mansion,4273.54
Greystone Mansion,4273.54
Gunston Hall (Anwesen),2.24884e+06
Gunston Hall,2.24884e+06
Hall of Fame for Great Americans,8093.71
Hall of Fame for Great Americans,8093.71
Hall of Fame for Great Americans,8093.71
Hall of Fame for Great Americans,8093.71
Зал славы великих американцев,8093.71
Harrison Courthouse Square Historic District,62726.3
Herkimer Home State Historic Site,647497.0
Hollin Hills,1.31928e+06
Horton Grove,14164.0
Jacob's Pillow Dance,890308.0
James A. Garfield National Historic Site,19829.6
Jeremiah Curtin House,4046.86
John J. Tyler Arboretum,2.65878e+06
Arboretum John J. Tyler,2.65878e+06
Jolly Mill,5260.91
Joseph Smith Memorial Building,4046.86
Joseph Smith Memorial Building,4046.86
約瑟·斯密紀念大廈,4046.86
Kalaupapa Leprosy Settlement and National Historical Park,4.36211e+07
カラウパパ国立歴史公園,4.36211e+07
Kansas State Capitol,80937.1
Campidoglio (Topeka),80937.1
Capitole de l'État du Kansas,80937.1
カンザス州会議事堂,80937.1
Капитолий штата Канзас,80937.1
堪薩斯州議會大廈,80937.1
Kilgore Fort House,7284.34
"Knights Ferry, California",433014.0
Knights Ferry,433014.0
Lakewood Cemetery,1.01171e+06
Lakewood Cemetery,1.01171e+06
Landis Valley Museum,404686.0
Lincoln Boyhood National Memorial,809371.0
Lincoln Boyhood National Memorial,809371.0
Lincoln Boyhood National Memorial,809371.0
Logan-Utah-Tempel,32374.9
Logan Utah Temple,32374.9
Templo de Logan,32374.9
Temple de Logan,32374.9
Templo de Logan,32374.9
猶他洛根聖殿,32374.9
Lotta’s Fountain,404.686
Lotta's Fountain,404.686
Fuente de Lotta,404.686
Macon City Auditorium,4046.86
Malabar Farm State Park,2.3496e+06
Manti-Utah-Tempel,17401.5
Manti Utah Temple,17401.5
Templo de Manti,17401.5
Temple mormon de Manti,17401.5
Templo de Manti,17401.5
猶他曼泰聖殿,17401.5
McGolrick Park,36826.4
"Mechanicsville, Knoxville, Tennessee",125453.0
Mineral King,1.65112e+06
Mineral King,1.65112e+06
Monte Ne,404.686
Monterey State Historic Park,324963.0
Mordecai Zachary House,21043.7
Myrtles Plantation,40468.6
Plantación Myrtles,40468.6
Napa Valley Opera House,404.686
Napa Valley Opera House,404.686
New Almaden,1.29499e+07
Newberry Opera House,3237.49
Oak Park Conservatory,8093.71
Oak Park Conservatory,8093.71
Ohio State Reformatory,161874.0
Ohio State Reformatory,161874.0
Мэнсфилдская тюрьма,161874.0
Olana,1.01252e+06
Olana State Historic Site,1.01252e+06
Old Central,2023.43
Old Dutch Parsonage,4046.86
Page-Vawter House,9307.77
Paine Art Center and Gardens,59488.8
Petersen House,1173.59
Petersen House,1173.59
彼得森住所,1173.59
Plaza Ferdinand VII,8093.71
Presby Memorial Iris Gardens,31565.5
Jardín de Iris conmemorativo de Frank Presby,31565.5
Isleta,627263.0
Pueblo of Isleta,627263.0
Pueblo de Isleta,627263.0
Isleta Pueblo,627263.0
Isleta,627263.0
イスレタ・プエブロ,627263.0
Reeves-Reed Arboretum,54632.6
Arboreto Reeves-Reed,54632.6
Reitz Home Museum,2023.43
ライツ邸博物館,2023.43
Richardson Olmsted Complex,376358.0
Ringwood Manor,2.92992e+06
Robert Treat Paine Estate,457295.0
Saint-Gaudens National Historic Site,708200.0
Saint-Gaudens National Historic Site,708200.0
Saint-Gaudens National Historic Site,708200.0
Saint-Gaudens National Historic Site,1.49734e+06
Saint-Gaudens National Historic Site,1.49734e+06
Saint-Gaudens National Historic Site,1.49734e+06
Samuel P. Dinsmoor,4046.86
Santa Fe Railway Shops (Albuquerque),109265.0
Santee Canal,202343.0
Seven Pines,7689.03
Skylands,388498.0
Casa solariega Skylands y jardín botánico del Estado,388498.0
Slater Mill Historic Site,17118.2
"Stadium District, Tacoma, Washington",809371.0
Station Square,210437.0
Steuben House,4451.54
Steuben Memorial State Historic Site,214483.0
Мемориал Штойбена,214483.0
Stonefield (Wisconsin),2.39169e+06
Swannanoa (mansion),2.38765e+06
Thaddeus Kosciuszko National Memorial,80.9371
Thaddeus Kosciuszko National Memorial,80.9371
Thaddeus Kosciuszko National Memorial,80.9371
The Blaine House,9712.46
Casa de Blaine,9712.46
Дом Блейна,9712.46
Theodore Roosevelt Birthplace National Historic Site,445.154
Lugar Histórico Nacional del Nacimiento de Theodore Roosevelt,445.154
Thomas Crane Public Library,809.371
Bibliothèque publique Thomas Crane,809.371
Thomas Crane公共圖書館,809.371
"Travelers Rest (Burlington, West Virginia)",5665.6
Union Oil Company Building,809.371
Virginia Robinson Gardens,25090.5
