http://dbpedia.org/ontology/MountainRange,http://dbpedia.org/ontology/elevation
Steigerwald,498.5
Steigerwald,498.5
Steigerwald,498.5
Terskej-Alatau,5216.0
Monti Teskey Ala,5216.0
Terskej Ałatoo,5216.0
Тескей-Ала-Тоо,5216.0
泰尔斯凯山脉,5216.0
Terskey Alatau,5216.0
Welzheim Forest,585.2
Welzheimer Wald,585.2
Pasmo Bukowicy,778.0
Pasmo Bukowicy,778.0
Bukowica Range,778.0
Conondale Range,868.0
Conondale Range,868.0
Cordillera Apolobamba,6044.0
Cordillera de Apolobamba,6044.0
Cordigliera di Apolobama,6044.0
Cordilheira de Apolobamba,6044.0
Cordillera Apolobamba,6044.0
阿波洛班巴山脈,6044.0
Delamar Mountains,2449.0
Doły Jasielsko-Sanockie,678.0
Doły Jasielsko-Sanockie,678.0
East Mormon Mountains,1471.0
フォックス山脈,2319.0
Fox Range,2319.0
Hissargebirge,4643.0
Monts Hissar,4643.0
Gissar,4643.0
Góry Hisarskie,4643.0
Hisorgebergte,4643.0
Gissar Range,4643.0
Гиссарский хребет,4643.0
吉萨尔山脉,4643.0
Kamma Mountains,1892.0
Niedere Beskiden,1002.0
Beskid Niski,1002.0
Низкие Бескиды,1002.0
Low Beskids,1002.0
Meadow Valley Mountains,1759.0
Outeniqua-Berge,1578.0
Monts Outeniqua,1578.0
Outeniquabergen,1578.0
Outeniqua Mountains,1578.0
奧特尼夸山脈,1578.0
Pahranagat Range,2268.0
Pashtrik,1986.0
Paštrik,1986.0
Pogórze Bukowskie,664.0
Pogórze Bukowskie,664.0
Queen Charlotte Mountains,1164.0
Samuel Black Range,2120.0
Serranía de San Lucas,2700.0
Serranía de San Lucas,2700.0
Serranía de San Lucas,2700.0
聖盧卡斯山脈,2700.0
Serranía de las Minas,2700.0
Serranía del Pinche,3860.0
Serranía del Pinche,3860.0
平切山脈,3860.0
Schachdarakette,6726.0
Chaînon Shakhdara,6726.0
Góry Szachdaryjskie,6726.0
Shakhdara Range,6726.0
Шахдаринский хребет,6726.0
Sierra de Chuacús,2504.0
Sierra de Chuacús,2504.0
丘阿庫斯山脈,2504.0
Sierra de los Cuchumatanes,3837.0
Sierra de los Cuchumatanes,3837.0
Sierra de los Cuchumatanes,3837.0
クチュマタネス山脈,3837.0
Sierra de los Cuchumatanes,3837.0
Sierra de los Cuchumatanes,3837.0
Sierra de los Cuchumatanes,3837.0
庫丘馬塔內斯山脈,3837.0
Tikaboo Range,1785.0
Turkestankette,5621.0
Cordillera de Turquestán,5621.0
Monts Turkestan,5621.0
Monti Turkistan,5621.0
Góry Turkiestańskie,5621.0
Turkestangebergte,5621.0
Turkestan Range,5621.0
Туркестанский хребет,5621.0
土耳其斯坦山脈,5621.0
Worthington Mountains,2738.0
Jasgulemkette,6974.0
Chaînon Yazgoulem,6974.0
Góry Jazgulemskie,6974.0
Yazgulem Range,6974.0
Язгулемский хребет,6974.0
Monts Yōrō,908.3
養老山地,908.3
Góry Yōrō,908.3
Yōrō Mountains,908.3
Dachstein Mountains,2995.0
Dachsteingebirge,2995.0
Massif du Dachstein,2995.0
Monti del Dachstein,2995.0
Dachsteinmassief,2995.0
Dachstein (grupa górska),2995.0
Montes de Dachstein,2995.0
達奇斯特恩山脈,2995.0
Pamiro-Ałaj,5621.0
Памиро-Алай,5621.0
Pamir-Alay,5621.0
Pelion Range,1617.0
Chaîne Pélion,1617.0
Pelion Range,1617.0
Sierras de Ventania,1239.0
本塔納山脈,1239.0
Sierra de la Ventana (mountains),1239.0
Cordillera Chila,5654.0
奇拉山脈,5654.0
Chila mountain range,5654.0
Sierra de Cogollos,1889.0
科戈略斯山脈,1889.0
Sierra de Cogollos,1889.0
Cordillera de Vilcabamba,6271.0
Cordillère de Vilcabamba,6271.0
Cordillera de Vilcabamba,6271.0
Кордильера-Вилькабамба,6271.0
維爾卡潘帕山脈,6271.0
Vilcabamba mountain range,6271.0
Monti delle Mainarde,2039.0
Vyškov Gate,339.0
Gronau Nunataks,2810.0
Chuckwalla Mountains,1107.0
Chuckwalla Mountains,1107.0
Admiralty Mountains,4165.0
Admiralitätsberge,4165.0
Chaîne de l'Amirauté,4165.0
Góry Admiralicji,4165.0
Адмиралти (горы),4165.0
阿德默勒爾蒂山脈,4165.0
Apuanische Alpen,1946.0
Alpes Apuanos,1946.0
Alpes apuanes,1946.0
Alpi Apuane,1946.0
Apuaanse Alpen,1946.0
Alpy Apuańskie,1946.0
Апуанские Альпы,1946.0
Apuan Alps,1946.0
Bavarian Alps,2962.0
جبال الألب البافارية,2962.0
Bayerische Alpen,2962.0
Alpes Bávaros,2962.0
Alpi Bavaresi,2962.0
Alpes bavaroises,2962.0
Beierse Alpen,2962.0
Alpy Bawarskie,2962.0
Alpes Bávaros,2962.0
Баварские Альпы,2962.0
巴伐利亞阿爾卑斯山脈,2962.0
Bernina Range,4049.0
سلسلة بيرنينا,4049.0
Berninagruppe,4049.0
Macizo de la Bernina,4049.0
Chaîne de la Bernina,4049.0
Massiccio del Bernina,4049.0
Berninamassief,4049.0
Berninagruppe,4049.0
Cordilheira Bernina,4049.0
Бернина (горный массив),4049.0
貝爾尼納山脈,4049.0
Clark Range (Canada),2982.0
Chaînon Clark,2982.0
Cooley Mountains,588.0
Cordillera Central (Colombia),5364.0
Cordillera Central (Colombia),5364.0
Cordillère Centrale (Colombie),5364.0
Cordillera Central (Colombia),5364.0
Cordillera Central (Colombia),5364.0
Центральная Кордильера (Колумбия),5364.0
哥倫比亞中部山脈,5364.0
Cordillera Volcánica Central (Costa Rica),3432.0
Cordillera Central (Costa Rica),3432.0
Cordigliera Vulcanica Centrale,3432.0
Cordillère Centrale (Costa Rica),3432.0
Kordyliera Środkowa (Kostaryka),3432.0
Cordilheira Central (Costa Rica),3432.0
Cordillera Central (Peru),5897.0
Coxcomb Mountains,564.0
Dinaric Alps,2694.0
جبال الألب الدينارية,2694.0
Dinarisches Gebirge,2694.0
Alpes Dináricos,2694.0
Alpes dinariques,2694.0
Alpi Dinariche,2694.0
ディナル・アルプス山脈,2694.0
Dinarische Alpen,2694.0
Góry Dynarskie,2694.0
Alpes Dináricos,2694.0
Динарское нагорье,2694.0
狄那里克阿尔卑斯山脉,2694.0
"Dixie Hills, Nevada",1830.0
جبال الألب الشرقية,4049.0
Ostalpen,4049.0
Eastern Alps,4049.0
Alpes orientales,4049.0
Alpi Orientali,4049.0
東アルプス山脈,4049.0
Alpy Wschodnie,4049.0
Alpes Orientais,4049.0
Восточные Альпы,4049.0
東阿爾卑斯山脈,4049.0
Elk Mountains (Nevada),2682.85
Elk Mountains (South Dakota),1726.0
Elk Range (California),377.0
Elk Range (Canada),2941.0
Hidaka-Gebirge,2052.4
Hidaka Mountains,2052.4
Monts Hidaka,2052.4
日高山脈,2052.4
Góry Hidaka,2052.4
Julian Alps,2864.0
جبال الألب الجوليانية,2864.0
Julische Alpen,2864.0
Alpes julianos,2864.0
Alpi Giulie,2864.0
Alpes juliennes,2864.0
Julische Alpen,2864.0
ジュリア・アルプス山脈,2864.0
Alpy Julijskie,2864.0
Alpes Julianos,2864.0
Юлийские Альпы,2864.0
朱利安阿尔卑斯山脉,2864.0
Sila (Gebirge),1928.0
La Sila,1928.0
La Sila,1928.0
Sila,1928.0
Sila (Italie),1928.0
Sila (gebergte),1928.0
Сила (горное плато),1928.0
Lyngenalpen,1833.0
Lyngen Alps,1833.0
Alpes de Lyngen,1833.0
Alpes de Lyngen,1833.0
Lyngen Alpen,1833.0
Mahogany Hills,2346.0
Massive Range,2984.0
Massive Range,2984.0
Big Maria Mountains,1031.0
Castle Mountains (California),1567.0
Northern Limestone Alps,3036.0
Nördliche Kalkalpen,3036.0
Préalpes orientales septentrionales,3036.0
Alpi Nord-orientali,3036.0
Noordelijke Kalkalpen,3036.0
Północne Alpy Wapienne,3036.0
Северные Известняковые Альпы,3036.0
Alpes Orientais-Norte,3036.0
北莱姆斯通阿尔卑斯山脉,3036.0
Park Range (Nevada),2783.0
Pontisches Gebirge,3937.0
Montes Pónticos,3937.0
Pontic Mountains,3937.0
Chaîne pontique,3937.0
Monti del Ponto,3937.0
ポントス山脈,3937.0
Pontisch Gebergte,3937.0
Góry Pontyjskie,3937.0
Montes Pônticos,3937.0
Понтийские горы,3937.0
本廷山脈,3937.0
Princess Caroline-Mathilde Alps,1627.0
Pyramid Mountains,1827.0
High Tatras,2655.0
Hohe Tatra,2655.0
Alto Tatra,2655.0
Hautes Tatras,2655.0
Alti Tatra,2655.0
Hoge Tatra,2655.0
Tatry Wysokie,2655.0
Высокие Татры,2655.0
高塔特拉山,2655.0
Gotthardmassiv,3192.0
Macizo de San Gotardo,3192.0
Massif du Saint-Gothard,3192.0
Massiccio del San Gottardo,3192.0
Gotthardmassief,3192.0
Maciço de São Gotardo,3192.0
Saint-Gotthard Massif,3192.0
Selkirk Mountains,3519.0
Selkirk Mountains,3519.0
Chaîne Selkirk,3519.0
Selkirk (góry),3519.0
Селкерк (горы),3519.0
塞爾扣克山脈,3519.0
Shan Hills,2673.0
South Hills (California),364.0
Southern Limestone Alps,3905.0
Südliche Kalkalpen,3905.0
Préalpes orientales méridionales,3905.0
Alpi Sud-orientali,3905.0
Zuidelijke Kalkalpen,3905.0
Południowe Alpy Wapienne,3905.0
Южные Известняковые Альпы,3905.0
Alpes Orientais-Sul,3905.0
南萊姆斯通阿爾卑斯山脈,3905.0
Stromberg (Landschaft),476.6
Stromberg (landscape),476.6
Newberry Mountains (California),1217.0
Old Woman Mountains,899.0
Old Woman Mountains,899.0
Adlergebirge,1115.0
Orlické hory,1115.0
Orlické hory,1115.0
Adelaarsgebergte,1115.0
Góry Orlickie,1115.0
Орлицкие горы,1115.0
Palen Mountains,596.0
The Palisades (Napa County),761.0
Scodie Mountains,2158.0
Tux Alps,2886.0
Tuxer Alpen,2886.0
Alpes de Tux,2886.0
Prealpi del Tux,2886.0
Tuxer Alpen,2886.0
Tuxer Alpen,2886.0
Pré-Alpes de Tux,2886.0
圖克斯阿爾卑斯山脈,2886.0
Sheep Hole Mountains,1057.0
Sierra Madrona,1332.0
Sierra Madrona,1332.0
Сьерра-Мадрона,1332.0
馬德羅納山脈,1332.0
Western Alps,4810.0
Alpes occidentales,4810.0
Alpi Occidentali,4810.0
Alpes occidentales,4810.0
西アルプス山脈,4810.0
Alpy Zachodnie,4810.0
Западные Альпы,4810.0
Alpes Ocidentais,4810.0
西阿爾卑斯山脈,4810.0
Sierra Mojada (Colorado),3763.0
Wet Mountains,3763.0
Bakossi-Berge,2064.0
Bakossi Mountains,2064.0
Burnt Springs Range,1790.0
Cariboo Mountains,3516.0
Cariboo Mountains,3516.0
Chaîne Cariboo,3516.0
Cariboo Mountains,3516.0
Карибу (горы),3516.0
卡里布山脈,3516.0
Clear Lake Hills,1692.0
Clear Lake Hills,1692.0
Ely Springs Range,2047.0
Hot Springs Range,1799.0
Ichabod Range,2000.0
Monts Ishikari,2290.0
Ishikari Mountains,2290.0
Lebombo Mountains,776.0
Lebomboberge,776.0
Cordillera Lebombo,776.0
Monti Lebombo,776.0
Monts Lebombo,776.0
Lebombobergen,776.0
Lebombo,776.0
Montes Libombos,776.0
Лебомбо,776.0
萊邦博山,776.0
Maverick Springs Range,2283.0
Red Hills (San Luis Obispo County),744.0
Red Hills of Dundee,249.0
Rosamond Hills,919.0
Scott Mountains (California),1947.0
Stanowoihochland,3072.0
スタノヴォイ高地,3072.0
Stanovojplateau,3072.0
Góry Stanowe,3072.0
Становое нагорье,3072.0
斯塔諾沃耶高地,3072.0
Stanovoy Highlands,3072.0
Willapa Hills,949.0
Willapa Hills,949.0
Ivanpah Mountains,1878.0
Monte Albo,1127.0
Monte Albo,1127.0
Monte Albo,1127.0
Qionglai Shan,6250.0
Cordillère du Qionglai,6250.0
Monti Qionglai,6250.0
キョウライ山脈,6250.0
邛崃山,6250.0
Qionglai Mountains,6250.0
Sierra Morena,1332.0
سييرا مورينا,1332.0
Sierra Morena,1332.0
Sierra Morena,1332.0
Sierra Morena,1332.0
Sierra Morena,1332.0
Sierra Morena (gebergte),1332.0
シエラ・モレナ山脈,1332.0
Sierra Morena,1332.0
Serra Morena,1332.0
Сьерра-Морена,1332.0
莫雷納山脈,1332.0
聖克魯斯山脈,1423.0
"Sierra de Santa Cruz, Aragon",1423.0
Sierra de Santa Cruz (Guatemala),1100.0
Sierra de Santa Cruz,1100.0
聖克魯斯山脈 (危地馬拉),1100.0
Sierra de Santa Cruz (Guatemala),1100.0
Steinberg (Leinebergland),300.3
Steinberg (Leine Uplands),300.3
Waddington Range,4019.0
Cévennes,1702.0
Cevennen,1702.0
Cevenas,1702.0
Cévennes,1702.0
Cevenne,1702.0
Cevennen,1702.0
セヴェンヌ山脈,1702.0
Sewenny,1702.0
Cevenas,1702.0
Севенны,1702.0
塞文山脉,1702.0
Massif Central,1886.0
Zentralmassiv,1886.0
Macizo Central,1886.0
Massif central,1886.0
Massiccio Centrale,1886.0
中央高地 (フランス),1886.0
Centraal Massief,1886.0
Masyw Centralny,1886.0
Центральный массив,1886.0
Maciço Central,1886.0
法國中央高原,1886.0
Sperrins,678.0
Sperrin Mountains,678.0
Sperrins,678.0
Sperrins,678.0
Akaishi Mountains,3193.0
Akaishi-Gebirge,3193.0
Montañas Akaishi,3193.0
Monts Akaishi,3193.0
Monti Akaishi,3193.0
赤石山脈,3193.0
Akaishigebergte,3193.0
Góry Akaishi,3193.0
Montanhas de Akaishi,3193.0
Акаиси,3193.0
赤石山脈,3193.0
Alay Mountains,5544.0
جبال آلاي,5544.0
Alaigebirge,5544.0
Montañas Alai,5544.0
Alaj,5544.0
Monts Alaï,5544.0
Alajgebergte,5544.0
Góry Ałajskie,5544.0
Alai,5544.0
Алайский хребет,5544.0
阿賴山脈,5544.0
Karawanks,2236.0
Karawanken,2236.0
Karavanke,2236.0
Karavanke,2236.0
Caravanche,2236.0
Karawanken,2236.0
Karawanki,2236.0
Караванке,2236.0
Caravanche,2236.0
卡拉萬克斯山脈,2236.0
Blauberge,1862.0
Blauberge,1862.0
Gattergebirge,618.0
Gatter Mountains,618.0
Krausnicker Berge,144.0
Krausnick hills,144.0
Songköltoo,3856.0
Songköl (góry),3856.0
Сонкёльтау,3856.0
Songköl Too,3856.0
Baybiche Too,4337.0
Borkoldoi,5170.0
Borkołdoj,5170.0
Борколдой,5170.0
Borkoldoy Too,5170.0
Boura Mountains,1037.0
Hube (Höhenzug),346.2
Hube (hills),346.2
Dschumgaltoo,4121.0
Джумгалтау,4121.0
Jumgal Too,4121.0
Kala Chitta Range,841.0
Penibaetic System,3479.0
Cordillera Penibética,3479.0
Cordigliera Penibetica,3479.0
Cordilheira Penibética,3479.0
Кордильера-Пенибетика,3479.0
佩尼貝蒂科山脈,3479.0
Arbuda Mountains,1722.0
سلسلة بريغاغليا,3678.0
Bregaglia Range,3678.0
Monti della Val Bregaglia,3678.0
Bergell,3678.0
布雷加格利亞山脈,3678.0
Cane Creek Mountains,301.0
Diancang Shan,4122.0
Cangshan (Yunnan),4122.0
Cang Mountain,4122.0
Cangshan (Yunnan),4122.0
苍山 (大理),4122.0
Flourmill Volcanoes,1770.0
Gurvan Saikhan Mountains,2825.0
Gurvan Saikhan Uul,2825.0
Gurvan-Sajhangebergte,2825.0
Gurwansajchan uul,2825.0
Гурван-Сайхан-Уул,2825.0
Hans-Meyer-Gebirge,2379.0
Hans Meyer Range,2379.0
Hostýnsko-vsetínská hornatina,1024.0
Góry Hostyńsko-Wsetyńskie,1024.0
Interior Mountains,2748.0
Montagnes Intérieures,2748.0
Lakeview Mountains,628.0
Montes de Málaga,1030.0
Montes de Málaga,1030.0
馬拉加山脈,1030.0
Saltfjellet,1751.0
Saltfjellet,1751.0
Saltfjellet,1751.0
Салтфьеллет,1751.0
薩爾特山脈,1751.0
Thudaka Range,2748.0
Tuya Range,2115.0
Allgäu Alps,2656.0
Allgäuer Alpen,2656.0
Alpes d'Allgäu,2656.0
Alpi dell'Algovia,2656.0
Allgäuer Alpen,2656.0
Alpy Algawskie,2656.0
Alpes de Algovia,2656.0
Алльгойские Альпы,2656.0
阿爾高阿爾卑斯山脈,2656.0
Serranía de Macuira,864.0
Serranía de Macuira,864.0
Serranía de Macuira,864.0
馬庫伊拉山脈,864.0
Sierra del Escudo de Cabuérniga,927.0
Sierra del Escudo de Cabuérniga,927.0
Sierra del Escudo de Cabuérniga,927.0
埃斯庫多德卡布埃爾尼加山脈,927.0
Alpes de Carintia y de Eslovenia,2558.0
Alpi di Carinzia e di Slovenia,2558.0
Alpes da Caríntia e Eslovenos,2558.0
克恩頓-斯洛文尼亞阿爾卑斯山脈,2558.0
Carinthian-Slovenian Alps,2558.0
Alpes y Prealpes julianos,2864.0
Alpi e Prealpi Giulie,2864.0
Alpes e Pré-Alpes Julianos,2864.0
胡利安阿爾卑斯山脈,2864.0
Julian Alps and Prealps,2864.0
Thüster Berg,441.0
Thüster Berg,441.0
Sistema Ibérico,2313.0
Iberisches Gebirge,2313.0
Sistema Ibérico,2313.0
Système ibérique,2313.0
Sistema Iberico,2313.0
イベリコ山系,2313.0
Iberisch Randgebergte,2313.0
Góry Iberyjskie,2313.0
Sistema Ibérico,2313.0
Иберийские горы,2313.0
伊比利亞山脈,2313.0
Prealpes Eslovenos,1630.0
Prealpi Slovene,1630.0
Pré-Alpes Eslovenos,1630.0
斯洛文尼亞前阿爾卑斯山脈,1630.0
Slovene Prealps,1630.0
Gerecse-Gebirge,634.0
Monti Gerecse,634.0
Gerecse,634.0
Gerecse,634.0
蓋賴切山脈,634.0
Gerecse Mountains,634.0
Ararat Hills,1740.0
Augusta Mountains,2563.0
Augusta Mountains,2563.0
Barnett Hills,1808.0
Belted Range,2149.0
Bilk Creek Mountains,2587.0
Bird Spring Range,1511.0
Black Canyon Range,2012.0
Blow Sand Mountains,1412.0
Blue Wing Mountains,2017.0
Bone Mountains,2074.0
Bristol Range,2722.0
Broken Hills,1953.0
Bruneau Range,2091.0
Buck Creek Mountains,2070.0
Buckskin Range,1675.0
Buffalo Hills,1902.0
Bunejug Mountains,1492.0
Buried Hills,1635.0
Cambridge Hills,1636.0
Candelaria Hills,1861.0
Cedar Range,2043.0
石狩山地,1967.0
Góry Ishikari,1967.0
Central Ishikari Mountains,1967.0
Clover Mountains,2100.0
Cocoon Mountains,1861.0
Copper Mountains (Nevada),3022.0
Cucomungo Mountains,1886.0
Cuprite Hills,1837.0
Curnow Range,1659.0
Delano Mountains,2345.0
Desert Creek Mountains,2010.0
Devils Hole Hills,994.0
Diabase Hills,1579.0
Fortification Range,2570.0
Garfield Hills,2321.0
Golden Gate Range,2489.0
Gray Hills,2026.0
Halfpint Range,1925.0
Hiller Mountains,659.0
Idaho Canyon Range,2010.0
Johnnie Range,1133.0
Mealy Mountains,1180.0
Groupe volcanique du mont Raiden,1220.0
Mount Raiden Volcanic Group,1220.0
Groupe volcanique Niseko,1308.0
ニセコ連峰,1308.0
Niseko Volcanic Group,1308.0
新雪谷連峰,1308.0
Groupe volcanique septentrional de Yatsugatake,2646.0
北八ヶ岳,2646.0
Northern Yatsugatake Volcanic Group,2646.0
Atna Range,2588.0
Bait Range,2286.0
Fitzsimmons Range,2625.0
Monts Kitami,1558.0
北見山地,1558.0
Góry Kitami,1558.0
北見山地,1558.0
Kitami Mountains,1558.0
Sir Sandford Range,3519.0
Suntar-Chajata-Gebirge,2959.0
Monti Suntar-Chajata,2959.0
Soentar-Chajata,2959.0
Suntar-Chajata,2959.0
Сунтар-Хаята,2959.0
孫塔爾哈亞塔山脈,2959.0
Suntar-Khayata Range,2959.0
Andringitra-Gebirge,2658.0
Massif d'Andringitra,2658.0
Andringitramassief,2658.0
Горы Андрингитра,2658.0
Maciço de Andringitra,2658.0
Andringitra Massif,2658.0
Berner Alpen im weiteren Sinne (SOIUSA),4274.0
Bernese Alps in the wide meaning,4274.0
Brünner Bergland,735.0
Wyżyna Brneńska,735.0
Brno Highlands,735.0
Duinger Berg,331.0
Duinger Berg,331.0
Osnabrücker Hügelland,232.5
Osnabrück Uplands,232.5
Reuberg,328.2
Reuberg,328.2
Serra de na Burguesa,503.0
Sierra de Na Burguesa,503.0
納布爾格薩山脈,503.0
Serra de Na Burguesa,503.0
Sierra de las Ánimas,501.0
Sierra de las Ánimas,501.0
Sierra de las Ánimas,501.0
Serra das Almas (Uruguai),501.0
Sierra de las Ánimas,501.0
Gombori-Kamm,1990.0
Góry Gomborskie,1990.0
Tsiv-Gombori Range,1990.0
Alpes réticos orientales,3774.0
Alpi Retiche orientali,3774.0
Alpes Réticos orientais,3774.0
東里申阿爾卑斯山脈,3774.0
Eastern Rhaetian Alps,3774.0
Sidobre,707.0
Sidobre,707.0
Sierra de Guadalupe (España),1603.0
拉維柳埃爾卡斯山脈,1603.0
Sierra de Villuercas,1603.0
Alpes Réticos meridionales,3905.0
Alpi Retiche meridionali,3905.0
Alpes Réticos meridionais,3905.0
南里申阿爾卑斯山脈,3905.0
Southern Rhaetian Alps,3905.0
Arrowsmith Range,2781.0
Braeburn Range,1469.0
Sistemas Prebéticos,2382.0
プレベティコ山系,2382.0
Cordilheira Prebética,2382.0
Кордильера-Пребетика,2382.0
普雷貝蒂科山脈,2382.0
Prebaetic System,2382.0
恩塞勒山脈,1147.0
Serra d'En Celler,1147.0
Sierra Salvada,1180.0
薩爾瓦達山脈,1180.0
Sierra Salvada,1180.0
Sierra de Algairén,1276.0
阿爾蓋倫山脈,1276.0
Sierra de Algairén,1276.0
卡瓦略斯山脈,1205.0
Sierra de Caballos,1205.0
Sierra de Los Filabres,2168.0
Sierra de los Filabres,2168.0
Serra de Los Filabres,2168.0
菲拉布雷斯山脈,2168.0
Sierra de Los Filabres,2168.0
納瓦阿爾塔山脈,1154.0
Sierra de Nava Alta,1154.0
Sierra de San Just,1522.0
聖胡斯特山脈,1522.0
Sierra de San Just,1522.0
Sierra de la Virgen,1433.0
比爾根山脈,1433.0
Sierra de la Virgen,1433.0
Krzeszowskie Wzgórza,631.0
Krzeszowskie Wzgórza,631.0
Ouraltaou,1068.0
Oeraltaoe,1068.0
Уралтау,1068.0
Uraltau range,1068.0
Hjelm Range,1627.0
Knud Rasmussen Range,408.0
Schweizerland,3383.0
Southern High Rhön,927.9
Thanon Thong Chai Range,2565.0
Massif Gallieni,1850.0
Gallieni Massif,1850.0
Huangteng Gorge,683.0
Taniantaweng Shan,4046.0
