http://dbpedia.org/ontology/Wrestler,http://dbpedia.org/ontology/height
Louie Spicolli,1.8034
Louie Spicolli,1.8034
Louie Spicolli,1.8034
ماريا كانليس,1.7018
Maria Kanellis,1.7018
Maria Kanellis,1.7018
Maria Kanellis,1.7018
Maria Kanellis,1.7018
マリア・ケネリス,1.7018
Maria Kanellis,1.7018
Maria Kanellis,1.7018
Maria Kanellis,1.7018
"Канеллис, Мария",1.7018
Marty Jannetty,1.8034
Marty Jannetty,1.8034
Marty Jannetty,1.8034
Marty Jannetty,1.8034
Marty Jannetty,1.8034
マーティ・ジャネッティ,1.8034
Marty Jannetty,1.8034
Marty Jannetty,1.8034
Mr. Águila,1.778
José Delgado Saldaña,1.778
Essa Ríos,1.778
ミステル・アギラ,1.778
Mr. Águila,1.778
Petey Williams,1.7018
Petey Williams,1.7018
Petey Williams,1.7018
Petey Williams,1.7018
ピーティー・ウィリアムズ,1.7018
Petey Williams,1.7018
Rikidōzan,1.75
Rikidōzan,1.75
Rikidōzan,1.75
Rikidōzan,1.75
Rikidōzan,1.75
力道山,1.75
Rikidōzan,1.75
力道山,1.75
Rochelle Loewen,1.651
"Лауэн, Рошель",1.651
رون كيلينغز,1.8796
Ron Killings,1.8796
R-Truth,1.8796
R-Truth,1.8796
R-Truth,1.8796
R-Truth,1.8796
ロン・キリングス,1.8796
Ron Killings,1.8796
Ron Killings,1.8796
R-Truth,1.8796
R-Truth,1.8796
R-Truth,1.8796
Sean O'Haire,1.9812
Sean O'Haire,1.9812
Sean O'Haire,1.9812
Sean O'Haire,1.9812
ショーン・オヘア,1.9812
Steve Mocco,1.82
Steve Mocco,1.82
Steve Mocco,1.82
تاكا ميشينوكو,1.73
Taka Michinoku,1.73
Takao Yoshida,1.73
Taka Michinoku,1.73
Taka Michinoku,1.73
TAKAみちのく,1.73
Taka Michinoku,1.73
The Renegade (wrestler),1.778
Rick Wilson (wrestler),1.778
Renegade (catch),1.778
Rick Wilson,1.778
Saschid Chalilrachimowitsch Saschidow,1.77
Sazhid Sazhidov,1.77
Sazhid Sazhidov,1.77
Sazhid Sazhidov,1.77
サジド・サジドフ,1.77
"Сажидов, Сажид Халилрахманович",1.77
إيف توريس,1.524
Eve Torres,1.524
Eve Torres,1.524
Eve Torres,1.524
Eve Torres,1.524
イヴ・トーレス,1.524
Eve Torres,1.524
Eve Torres,1.524
Eve Torres,1.524
Eve Torres,1.524
"Торрес, Ив",1.524
伊芙·朵芮絲,1.524
ايزكيل جاكسون,1.905
Ezekiel Jackson,1.905
Rycklon Stephens,1.905
Ezekiel Jackson,1.905
Ezekiel Jackson,1.905
エゼキエル・ジャクソン,1.905
Ezekiel Jackson,1.905
Ezekiel Jackson,1.905
Ezekiel Jackson,1.905
Иезекиил Джексон,1.905
Ezekiel Jackson,1.905
伊斯基爾·傑克森,1.905
مايسون ريان,1.96
Mason Ryan,1.96
Mason Ryan,1.96
Barri Griffiths,1.96
Mason Ryan,1.96
バリー・グリフィス,1.96
Barri Griffiths,1.96
Barri Griffiths,1.96
Mason Ryan,1.96
Мэйсон Райан,1.96
Mason Ryan,1.96
سويسايد,1.9558
Suicide (luchador),1.9558
Suicide (personaggio),1.9558
Suicide (wrestler),1.9558
Suicide (personagem),1.9558
Suicide (wrestling),1.9558
تارين تيريل,1.6764
Taryn Terrell,1.6764
Taryn Terrell,1.6764
Taryn Terrell,1.6764
Taryn Terrell,1.6764
タリン・テレル,1.6764
Taryn Terrell,1.6764
Taryn Terrell,1.6764
Taryn Terrell,1.6764
"Террелл, Тэрин",1.6764
Taryn Terrell,1.6764
كينج باريت,2.0066
Wade Barrett,2.0066
Stu Bennett,2.0066
Wade Barrett,2.0066
Wade Barrett,2.0066
ステュアート・ベネット,2.0066
Stu Bennett,2.0066
Stuart Bennett,2.0066
Wade Barrett,2.0066
Wade Barrett,2.0066
Уэйд Барретт,2.0066
韋德·貝瑞特,2.0066
Murat Bosporus,1.6764
ムーラット・ボスポラス,1.6764
Murat Bosporus,1.6764
Matt Barela,1.8288
Matt Barela,1.8288
マット・バレラ,1.8288
Matt Barela,1.8288
Matt Barela,1.8288
Anarquia (wrestler),1.8288
Chris Raaber,1.9304
バンビキラー,1.9304
Chris Raaber,1.9304
Zema Ion,1.7272
Michael Paris,1.7272
Zema Ion,1.7272
マイケル・パリス,1.7272
Zema Ion,1.7272
Michael Paris,1.7272
Zema Ion,1.7272
Tommy Mercer,1.9812
Tommy Mercer,1.9812
Crimson (wrestler),1.9812
トミー・マーサー,1.9812
Tommy Mercer,1.9812
Tommy Mercer,1.9812
Crimson (wrestler),1.9812
Vickie Otis,1.524
Vickie Otis,1.524
ビッキー・オーティズ,1.524
Vickie Otis,1.524
Amiran Kartanow,1.56
Amiran Kardanov,1.56
Amirán Kardánof,1.56
Amiran Karndanof,1.56
Amiran Kardanov,1.56
Chandgi Ram,1.8288
Chandgi Ram,1.8288
Dschamal Sultanowitsch Otarsultanow,1.63
Dzhamal Otarsultánov,1.63
Dzhamal Otarsultanov,1.63
Džamal Otarsultanov,1.63
ジャマル・オタルスルタノフ,1.63
Dżamał Otarsułtanow,1.63
"Отарсултанов, Джамал Султанович",1.63
Dzhamal Otarsultanov,1.63
Håkan Nyblom,1.58
Håkan Nyblom,1.58
Håkan Nyblom,1.58
Ryūtarō Matsumoto,1.68
Ryutaro Matsumoto,1.68
Ryūtarō Matsumoto,1.68
Ryutaro Matsumoto,1.68
松本隆太郎,1.68
Ryūtarō Matsumoto,1.68
Ryūtarō Matsumoto,1.68
Wiktor Nikolajewitsch Lebedew,1.65
Víktor Lébedev,1.65
Wiktor Lebiediew (zapaśnik),1.65
"Лебедев, Виктор Николаевич (борец)",1.65
Viktor Lebedev,1.65
Aniuar Borissowitsch Gedujew,1.75
Aniuar Gueduyev,1.75
Aniuar Geduev,1.75
Aniuar Geduev,1.75
Aniuar Giedujew,1.75
Aniuar Geduev,1.75
"Гедуев, Аниуар Борисович",1.75
Aniuar Geduev,1.75
Artur Aleksanjan,1.9
Artur Alexanian,1.9
Artur Aleksanyan,1.9
Artur Aleksanian,1.9
Artur Aleksanyan,1.9
Artur Aleksanian,1.9
Artur Aleksanyan,1.9
"Алексанян, Артур Геворкович",1.9
阿圖爾·阿列克薩尼揚,1.9
Artur Aleksanyan,1.9
Babita Kumari,1.6
Бабита Кумари,1.6
Babita Kumari,1.6
Bekchan Salawdinowitsch Goigerejew,1.7
Bekjan Goiguereyev,1.7
Biekchan Gojgieriejew,1.7
"Гойгереев, Бекхан Салавдинович",1.7
Bekkhan Goygereyev,1.7
Billy Varga,1.8034
Billy Varga,1.8034
Geno Petriaschwili,1.98
Gueno Petriashvili,1.98
Geno Petriashvili,1.98
Geno Petriashvili,1.98
Geno Petriaszwili,1.98
Geno Petriashvili,1.98
"Петриашвили, Гено",1.98
Geno Petriashvili,1.98
Jessica MacDonald,1.65
Jessica MacDonald,1.65
Jessica MacDonald,1.65
Jessica MacDonald,1.65
Keitani Graham,1.73
Keitani Graham,1.73
Keitani Graham,1.73
Nikita Wassiljewitsch Melnikow,1.84
Nikita Mélnikov,1.84
Nikita Mielnikow,1.84
"Мельников, Никита Васильевич",1.84
Nikita Melnikov,1.84
Olga Smirnowa,1.64
Olga Smirnova,1.64
Olga Smirnowa,1.64
"Смирнова, Ольга Владимировна",1.64
Olga Smirnova,1.64
"Charles Kalani, Jr.",1.8034
Charles Kalani Jr.,1.8034
プロフェッサー・タナカ,1.8034
"Калани, Чарльз",1.8034
Professor Tanaka,1.8034
Stacie Anaka,1.7
Stacie Anaka,1.7
Stacie Anaka,1.7
Stacie Anaka,1.7
Alexandar Kostadinow,1.6
Aleksandar Kostadinov,1.6
Aleksandyr Kostadinow,1.6
Aleksandar Kostadinov,1.6
Tschingis Suleimanowitsch Labasanow,1.72
Chinguiz Labazánov,1.72
Czingiz Łabazanow,1.72
"Лабазанов, Чингиз Сулейманович",1.72
Chingiz Labazanov,1.72
Irina Igorewna Ologonowa,1.58
Irina Ologónova,1.58
Irina Ologonova,1.58
Irina Ołogonowa,1.58
"Ологонова, Ирина Игоревна",1.58
Irina Ologonova,1.58
Chetag Nikolajewitsch Zabolow,1.73
Jetag Tsabólov,1.73
Chietag Cabołow,1.73
"Цаболов, Хетаг Николаевич",1.73
Khetag Tsabolov,1.73
Magomed Magomedowitsch Kurbanalijew,166.0
Magomed Kurbanaliyev,166.0
Magomied Kurbanalijew,166.0
"Курбаналиев, Магомед Магомедович",166.0
Magomed Kurbanaliev,166.0
Ryu Han-su,1.67
Ryu Han-su,1.67
Ryu Han-su,1.67
Рю Хан Су,1.67
Ryu Han-su,1.67
Soslan Ljudwikowitsch Ramonow,1.74
Soslán Ramonov,1.74
Soslan Ramonov,1.74
Soslan Ramonov,1.74
Sosłan Ramonow,1.74
Soslan Ramonov,1.74
"Рамонов, Сослан Людвикович",1.74
Soslan Ramonov,1.74
Ulf Herman,1.9812
Ulf Herman,1.9812
Yun Won-chol,1.63
Yun Won-chol,1.63
Yun Won-chol,1.63
Юн Вон Чхоль,1.63
尹元哲,1.63
Yun Won-chol,1.63
Dschan Belenjuk,1.75
Zhan Beleniuk,1.75
Zhan Beleniuk,1.75
Zhan Beleniuk,1.75
Żan Bełeniuk,1.75
Zhan Beleniuk,1.75
"Беленюк, Жан Венсанович",1.75
Zhan Beleniuk,1.75
里歩,1.56
Riho,1.56
Armands Zvirbulis,1.77
Ashura Hara,1.83
Ashura Hara,1.83
阿修羅・原,1.83
Ashura Hara,1.83
Bad Luck Fale,1.93
ファレ・シミタイトコ,1.93
Bad Luck Fale,1.93
Cowboy Lang,1.2192
平柳玄藩,1.7
Genba Hirayanagi,1.7
Hiram Tua,1.8288
Ivelisse Vélez,1.6256
Ivelisse Vélez,1.6256
Ivelisse Vélez,1.6256
Ivelisse Vélez,1.6256
Jonathan Ayala,1.9304
Kazma Sakamoto,1.8542
Yuji Sakamoto,1.8542
Kazma,1.8542
KAZMA SAKAMOTO,1.8542
Kazma (worstelaar),1.8542
Kazma Sakamoto,1.8542
Kazma Sakamoto,1.8542
Masahito Kakihara,1.8288
垣原賢人,1.8288
Masahito Kakihara,1.8288
Michael Elgin,1.8034
Michael Elgin,1.8034
マイケル・エルガン,1.8034
Michael Elgin,1.8034
Michael Elgin,1.8034
Taishi Takizawa,1.9
滝澤大志,1.9
Taishi Takizawa,1.9
玉海力剛,1.83
Yukio Kawabe,1.83
Angel Kerezov,1.52
Angeł Kerezow,1.52
"Керезов, Ангел",1.52
Angel Kerezov,1.52
Bárbaro Morgan,1.84
Goldie Rogers,1.778
藤本英男,1.67
"Фудзимото, Хидэо",1.67
Hideo Fujimoto (wrestler),1.67
Jang Se-hong,1.55
Чан Со Хон,1.55
Jang Se-hong,1.55
Dragon Lee,1.75
Dragon Lee,1.75
カルロス・ムニョス・ゴンザレス,1.75
Místico II,1.75
"Хохашвили, Нодар Георгиевич",1.68
Nodar Khokhashvili,1.68
田中理恵 (体操選手),1.57
田中理惠 (體操運動員),1.57
Rie Tanaka (gymnast),1.57
Stelică Morcov,1.86
"Морков, Стельян",1.86
Stelică Morcov,1.86
Truth Martini,1.7272
Truth Martini,1.7272
Vincenzo Grassi,1.57
Allan Pinfold,1.8796
Apocalipsis,1.7
Biggie Biggs,1.9558
ブラック・テリー,1.67
Black Terry,1.67
Boby Zavala,1.77
Bombero Infernal,1.73
Brennan Williams,1.8288
Brennan Williams,1.8288
カール・マレンコ,1.8034
Carl Malenko,1.8034
カルロス天野,1.58
Carlos Amano,1.58
Carta Brava Jr.,1.68
Cerebro Negro,1.7
Cien Caras Jr.,1.9
Dr. Cerebro,1.73
小林瑛太,1.7
Eita Kobayashi,1.7
El Hijo de Dr. Wagner Jr.,1.78
El Hijo del Diablo,1.7
エル・シグノ,1.72
El Signo,1.72
エル・エスパント・ジュニア,1.71
Espanto Jr.,1.71
Espanto Jr. (CMLL),1.73
Eterno (wrestler),1.73
Fatih Üçüncü,1.65
Fatih Üçüncü,1.65
Golden Magic,1.7
Haykaz Galstyan,1.9
Herodes Jr.,1.77
Hijo de Máscara Año 2000,1.8
山崎五紀,1.65
Itzuki Yamazaki,1.65
Jason Ayers,1.7526
Jason Ayers,1.7526
José Aarón Alvarado Nieves,1.67
Khoren Papoyan,1.9
GOEMON (プロレスラー),1.75
Koji Nakagawa,1.75
ラ・バケリータ,1.55
La Vaquerita,1.55
マディソン・イーグル,1.8542
Madison Eagles,1.8542
Madoka (luchador),1.77
円華,1.77
Madoka (wrestler),1.77
ネグロ・ナバーロ,1.75
Negro Navarro,1.75
Parviz Hadi,1.98
Parwiz Hadi,1.98
Parviz Hadi,1.98
Samvel Manukyan,1.7
Sarah Bäckman,1.7272
Sarah Bäckman,1.7272
Sarah Bäckman,1.7272
Sawyer Fulton,2.032
Sawyer Fulton,2.032
ジェイコブ・サウスウィック,2.032
Sawyer Fulton,2.032
Scarlett Bordeaux,1.7018
Taro Nohashi,1.68
野橋太郎,1.68
Taro Nohashi,1.68
Teddy Reade,1.905
トニー・セント・クレアー,1.86
Tony St. Clair,1.86
Tsolak Yeghishyan,1.77
Veneno (wrestler),1.8
Vladislav Metodiev,1.91
Vladislav Metodiev,1.91
Władisław Metodiew,1.91
Vladislav Metodiev,1.91
安良岡裕二,1.8
Yuji Yasuraoka,1.8
Elman Muxtarov,1.63
"Мухтаров, Эльман Джошгун оглы",1.63
Elman Mukhtarov,1.63
"Базаров, Мурад Гамзат оглы",1.52
Murad Bazarov,1.52
Chie Ishii,1.68
\(^o^)/チエ,1.68
Chie Ishii,1.68
木村浩一郎,1.83
Koichiro Kimura,1.83
Koichiro Kimura,1.83
Norman Frederick Charles III,1.8288
Tony Ricca,1.524
Vivian St. John,1.8288
Andy Bisek,1.7526
Andrew Bisek,1.7526
"Байсек, Эндрю",1.7526
Andy Bisek,1.7526
Arjun Gill,1.87
Arjun Gill,1.87
Arjun Gill,1.87
Blue Panther Jr.,1.8
Brittanee Laverdure,1.61
Brittanee Laverdure,1.61
Brittanee Laverdure,1.61
James Smith (luchador),1.8796
Bull Dempsey,1.8796
スミス・ジェームス,1.8796
Bull Dempsey,1.8796
バルバロ・カベルナリオ,1.73
Bárbaro Cavernario,1.73
Candice LeRae,1.5748
キャンディス・レラエ,1.5748
Candice LeRae,1.5748
Chase Owens,1.8796
チェーズ・オーエンズ,1.8796
Chase Owens,1.8796
Curly Moe,1.8288
Danielle Lappage,1.65
Danielle Lappage,1.65
ドラゴン・リー (2代目),1.7
Dragon Lee II,1.7
Eddie Golden,1.8034
Erich Sbraccia,1.9304
Igor Kupiejew,1.7
"Купеев, Игорь Борисович",1.7
Igor Kupiejew,1.7
Jay Briscoe,1.8542
Jay Briscoe,1.8542
ジェイ・ブリスコ,1.8542
Jay Briscoe,1.8542
Jay Briscoe,1.8542
Jillian Gallays,1.65
Jillian Gallays,1.65
Jillian Gallays,1.65
Jwaundace Candece,1.778
Jwaundace Candece,1.778
Hiromu Takahashi,1.71
高橋広夢,1.71
Kamaitachi (wrestler),1.71
Ken Lucas (wrestler),1.778
Korey Jarvis,1.88
Korey Jarvis,1.88
Korey Jarvis,1.88
Lord Zoltan,1.8034
Louisa Porogovska,1.2192
Louisa Porogovska,1.2192
Silas Young,1.8034
Silas Young,1.8034
The Panther (wrestler),1.77
Valériya Lazínskaya,1.65
Walerija Łazinska,1.65
"Лазинская, Валерия Юрьевна",1.65
Valeria Lazinskaya,1.65
Vinesh Phogat,1.6
Vinesh Phogat,1.6
"Пхогат, Винеш",1.6
Vinesh Phogat,1.6
Michael Docimo,1.9558
Ahmad Mohammadi,1.71
"Мохаммади, Ахмад",1.71
Ahmad Mohammadi,1.71
Achmied Czakajew,1.7
"Чакаев, Ахмед Османович",1.7
Akhmed Chakaev,1.7
Christopher Girard,1.8542
ビフ・ビューシック,1.8542
Biff Busick,1.8542
Canelo Casas,1.85
ピエロー (プロレスラー),1.8
Comandante Pierroth,1.8
Dana Brooke,1.6002
Dana Brooke,1.6002
Ashley Sebera,1.6002
Dana Brooke,1.6002
Dana Brooke,1.6002
Devin Taylor,1.6256
Devin Taylor (wrestler),1.6256
デボン・ムーア,1.778
Devon Moore,1.778
キンバー・リー,1.6002
Kimber Lee,1.6002
Nico Schmidt,1.84
Nico Schmidt,1.84
Nico Schmidt,1.84
Rob Love,1.778
Shane Strickland,1.7526
Shane Strickland,1.7526
Star Jr.,1.83
Tokuo Sawada,1.83
ポイズンJULIE澤田,1.83
Atsuo Sawada,1.83
ديفيد فينلي,1.778
Dave Finlay,1.778
Dave Finlay,1.778
Dave Finlay,1.778
David Finlay,1.778
Dave Finlay,1.778
デイブ・フィンレー,1.778
Dave Finlay,1.778
Dave Finlay,1.778
Dave Finlay,1.778
Финли (рестлер),1.778
芬利,1.778
El Zorro (luchador),1.75
エル・ソロ,1.75
El Zorro (wrestler),1.75
Jim Neidhart,1.8796
James Neidhart,1.8796
Jim Neidhart,1.8796
Jim Neidhart,1.8796
Jim Neidhart,1.8796
ジム・ナイドハート,1.8796
Jim Neidhart,1.8796
Jim Neidhart,1.8796
Jim Neidhart,1.8796
吉姆·奈哈德,1.8796
Jun Akiyama,1.88
Jun Akiyama,1.88
秋山準,1.88
秋山準,1.88
Kazuo Sakurada,1.88
桜田一男,1.88
Kenta Kobashi,1.86
Kenta Kobashi,1.86
Kenta Kobashi,1.86
Kenta Kobashi,1.86
小橋建太,1.86
小橋建太,1.86
كوفي كينغستون,1.8288
Kofi Kingston,1.8288
Kofi Kingston,1.8288
Kofi Kingston,1.8288
Kofi Kingston,1.8288
コフィ・キングストン,1.8288
Kofi Kingston,1.8288
Kofi Kingston,1.8288
Kofi Kingston,1.8288
Kofi Kingston,1.8288
"Кингстон, Кофи",1.8288
科菲·京斯頓,1.8288
ラ・アマポーラ,1.6
La Amapola,1.6
Lionheart (wrestler),1.8542
ناتاليا (مصارعة),1.651
Natalya Neidhart,1.651
Natalya (Wrestlerin),1.651
Natalya,1.651
Natalya,1.651
Natalya,1.651
ナッティ・ナイドハート,1.651
Nattie Neidhart,1.651
Natalya,1.651
Natalya (lutadora),1.651
"Нейдхарт, Наталья",1.651
娜塔莉雅,1.651
Robert Bruce (wrestler),1.8288
Sione Vailahi,1.8796
The Barbarian (wrestler),1.8796
The Barbarian (wrestler),1.8796
シオネ・ヴァイラヒ,1.8796
أندرتيكر,2.0828
The Undertaker,2.0828
The Undertaker,2.0828
The Undertaker,2.0828
The Undertaker,2.0828
The Undertaker,2.0828
ジ・アンダーテイカー,2.0828
Mark Calaway,2.0828
The Undertaker,2.0828
The Undertaker,2.0828
Гробовщик (рестлер),2.0828
送葬者 (摔角手),2.0828
Akram Pahalwan,1.778
アクラム・ペールワン,1.778
Big Dick Dudley,1.9812
Big Dick Dudley,1.9812
Alex Rizzo,1.9812
Billy Wiles,1.8542
バイソン・スミス,1.905
Bison Smith,1.905
Bison Smith,1.905
Terumasa Ishihara,1.78
Terumasa Ishihara,1.78
BxB Hulk,1.78
B×Bハルク,1.78
BxB Hulk,1.78
Danny Boy Collins,1.78
ダニー・リトルベア,1.8034
Danny Little Bear,1.8034
ディアマンテ (プロレスラー),1.84
Diamante (wrestler),1.84
إينزو آموري,1.8034
Enzo Amore,1.8034
Enzo Amore,1.8034
Enzo Amore,1.8034
エリック・アーント,1.8034
Eric Arndt,1.8034
Enzo Amore,1.8034
Enzo Amore,1.8034
Fantasy (Mini-Estrella),1.6
Hajime Ohara,1.74
大原はじめ,1.74
Hajime Ohara,1.74
Homicide (Wrestler),1.778
Homicide (wrestler),1.778
Homicide,1.778
Homicide (wrestler),1.778
Nelson Erazo,1.778
ホミサイド (プロレスラー),1.778
Homicide,1.778
Mia Yim,1.7018
Jade (wrestler),1.7018
Mia Yim,1.7018
ミア・イム,1.7018
Миа Йим,1.7018
Jade (wrestler),1.7018
Jay Youngblood,1.8288
ジェイ・ヤングブラッド,1.8288
Jeff Farmer (wrestler),1.8288
ジェフ・ファーマー,1.8288
Jimmy Havoc,1.778
Jimmy Havoc,1.778
Jody Fleisch,1.651
Jody Fleisch,1.651
John Olin,1.905
ビッグ・ジョン・クイン,1.9558
John Quinn (wrestler),1.9558
Johnny Jeter,1.8288
Johnny Jeter,1.8288
Johnny Jeter,1.8288
Johnny Jeter,1.8288
Judy Martin (wrestler),1.6764
ジュディ・マーチン,1.6764
Judy Martin,1.6764
Kentaro Shiga,1.88
志賀賢太郎,1.88
Kharma,1.8034
Kia Stevens,1.8034
Awesome Kong,1.8034
Kia Stevens,1.8034
Kia Stevens,1.8034
アメージング・コング,1.8034
Kia Stevens,1.8034
Kia Stevens,1.8034
Kharma,1.8034
Невероятная Конг,1.8034
Konnan,1.8034
Konnan,1.8034
Konnan,1.8034
Konnan,1.8034
Konnan,1.8034
コナン (プロレスラー),1.8034
Konnan,1.8034
Konnan,1.8034
クン・フー,1.68
Kung Fu (wrestler),1.68
Lance Cade,1.9558
Lance Cade,1.9558
Lance McNaught,1.9558
Lance McNaught,1.9558
Lance Cade,1.9558
ランス・ケイド,1.9558
Lance Cade,1.9558
Lance Cade,1.9558
Larry Zbyszko,1.8034
Larry Zbyszko,1.8034
Larry Zbyszko,1.8034
Larry Zbyszko,1.8034
Larry Zbyszko,1.8034
ラリー・ズビスコ,1.8034
Larry Zbyszko,1.8034
Larry Zbyszko,1.8034
Leilani Kai,1.7018
Leilani Kai,1.7018
レイラニ・カイ,1.7018
Leilani Kai,1.7018
لونا فاشون,1.6764
Luna Vachon,1.6764
Luna Vachon,1.6764
Luna Vachon,1.6764
Luna Vachon,1.6764
ルナ・バション,1.6764
Luna Vachon,1.6764
勝愛実,1.6
Manami Katsu,1.6
Marc Mero,1.8542
Marc Mero,1.8542
Marc Mero,1.8542
Marc Mero,1.8542
Marc Mero,1.8542
マーク・メロ,1.8542
Marc Mero,1.8542
Marc Mero,1.8542
Mark Andrews (wrestler),1.7018
Mark Andrews (wrestler),1.7018
Jeffrey Cobb,1.778
Jeffrey Cobb,1.778
Jeff Cobb,1.778
Matanza Cueto,1.778
Maurice Vachon,1.7018
Maurice Vachon,1.7018
Maurice Vachon,1.7018
Maurice Vachon,1.7018
マッドドッグ・バション,1.7018
Maurice Vachon,1.7018
Mauro Ranallo,1.7526
Mauro Ranallo,1.7526
Mauro Ranallo,1.7526
マウロ・ラナーロ,1.7526
Melody Medeiros,1.8034
Michiyoshi Ohara,1.77
小原道由,1.77
Michiyoshi Ohara,1.77
Mike Awesome,1.8288
Mike Awesome,1.8288
Mike Awesome,1.8288
Mike Awesome,1.8288
マイク・アルフォンソ,1.8288
Mike Awesome,1.8288
Mike Awesome,1.8288
澤宗紀,1.74
Munenori Sawa,1.74
Paul Vachon,1.8796
Paul Vachon,1.8796
ブッチャー・バション,1.8796
Ricardo Rodríguez (luchador),1.8288
Ricardo Rodriguez (catcheur),1.8288
Jesús Rodríguez (wrestler),1.8288
ヘスス・ロドリゲス,1.8288
Jesús Rodríguez,1.8288
Ricardo Rodríguez (lutador),1.8288
"Родригес, Рикардо (рестлер)",1.8288
利卡多·羅德瑞格茲,1.8288
Ricardo Rodriguez (wrestler),1.8288
Ryan Sakoda,1.83
ケイジ・サコダ,1.83
Sable (wrestler),1.7272
Rena Mero,1.7272
Rena Mero,1.7272
Sable,1.7272
Rena Mero,1.7272
レナ・メロ,1.7272
Sable,1.7272
Rena Mero,1.7272
"Леснар, Рена",1.7272
Sailor Art Thomas,1.9812
アート・トーマス,1.9812
浅子覚,1.7272
Satoru Asako,1.7272
Shocker (wrestler),1.8
